year,month,day,epo index (m)
1948,1,1,203.69
1948,1,2,328.68
1948,1,3,247.44
1948,1,4,271.08
1948,1,5,281.61
1948,1,6,227.98
1948,1,7,200.48
1948,1,8,170.76
1948,1,9,51.59
1948,1,10,56.63
1948,1,11,30.7
1948,1,12,-42.57
1948,1,13,-75.9
1948,1,14,-73.79
1948,1,15,-160.18
1948,1,16,-196.09
1948,1,17,-189.34
1948,1,18,-139.76
1948,1,19,-94.07
1948,1,20,-26.77
1948,1,21,20.58
1948,1,22,-15.2
1948,1,23,-24.07
1948,1,24,-66.55
1948,1,25,-54.77
1948,1,26,-46.77
1948,1,27,19.42
1948,1,28,44.23
1948,1,29,4.39
1948,1,30,-15.01
1948,1,31,-75.75
1948,2,1,-170.23
1948,2,2,-263.26
1948,2,3,-242.77
1948,2,4,-205.89
1948,2,5,-209.14
1948,2,6,-161.17
1948,2,7,-77.08
1948,2,8,-51.42
1948,2,9,-84.32
1948,2,10,-165.25
1948,2,11,-126.34
1948,2,12,-59.53
1948,2,13,-21.16
1948,2,14,2.97
1948,2,15,152.12
1948,2,16,209.42
1948,2,17,116.93
1948,2,18,123.02
1948,2,19,74.17
1948,2,20,105.7
1948,2,21,195.27
1948,2,22,197.89
1948,2,23,121.4
1948,2,24,161.06
1948,2,25,156.3
1948,2,26,136.44
1948,2,27,84.61
1948,2,28,52.52
1948,2,29,54.07
1948,3,1,39.01
1948,3,2,-1.81
1948,3,3,-21.45
1948,3,4,16.94
1948,3,5,35.66
1948,3,6,1.31
1948,3,7,-95.28
1948,3,8,-142.06
1948,3,9,-117.03
1948,3,10,-91.4
1948,3,11,-50.72
1948,3,12,-18.66
1948,3,13,16.41
1948,3,14,73.39
1948,3,15,65.75
1948,3,16,-1.45
1948,3,17,63.9
1948,3,18,149.62
1948,3,19,147.78
1948,3,20,234.51
1948,3,21,299.73
1948,3,22,218.44
1948,3,23,86.53
1948,3,24,62.18
1948,3,25,5.65
1948,3,26,-115.44
1948,3,27,-200.74
1948,3,28,-192.37
1948,3,29,-115.64
1948,3,30,-18.32
1948,3,31,60.35
1948,4,1,-20.39
1948,4,2,-118.59
1948,4,3,-126.73
1948,4,4,-131.97
1948,4,5,-106.05
1948,4,6,-123.83
1948,4,7,-189.2
1948,4,8,-241.18
1948,4,9,-234.94
1948,4,10,-177.47
1948,4,11,-127.05
1948,4,12,-111.05
1948,4,13,-156.34
1948,4,14,-154.78
1948,4,15,-71.03
1948,4,16,-9.05
1948,4,17,40.08
1948,4,18,50.59
1948,4,19,42.78
1948,4,20,37.4
1948,4,21,73.6
1948,4,22,165.5
1948,4,23,187.66
1948,4,24,131.34
1948,4,25,51.23
1948,4,26,-35.33
1948,4,27,-95.24
1948,4,28,-87.98
1948,4,29,-38.93
1948,4,30,18.06
1948,5,1,24.68
1948,5,2,34.3
1948,5,3,74.9
1948,5,4,93.65
1948,5,5,57.81
1948,5,6,62.99
1948,5,7,58.04
1948,5,8,49.64
1948,5,9,34.65
1948,5,10,36.74
1948,5,11,58.76
1948,5,12,52.26
1948,5,13,71.77
1948,5,14,65.9
1948,5,15,33.27
1948,5,16,25.29
1948,5,17,64.39
1948,5,18,79.16
1948,5,19,96.37
1948,5,20,47.56
1948,5,21,-18.7
1948,5,22,-2.64
1948,5,23,-8.28
1948,5,24,-64.63
1948,5,25,-56.28
1948,5,26,-58.19
1948,5,27,-72.53
1948,5,28,-66.19
1948,5,29,-77.9
1948,5,30,-71.58
1948,5,31,-15.41
1948,6,1,37.22
1948,6,2,24.46
1948,6,3,17.28
1948,6,4,6.39
1948,6,5,-15.37
1948,6,6,-17.19
1948,6,7,-27.45
1948,6,8,-90.23
1948,6,9,-168.7
1948,6,10,-172.0
1948,6,11,-159.16
1948,6,12,-154.47
1948,6,13,-151.73
1948,6,14,-137.38
1948,6,15,-138.87
1948,6,16,-154.71
1948,6,17,-134.19
1948,6,18,-84.21
1948,6,19,36.13
1948,6,20,113.4
1948,6,21,99.56
1948,6,22,44.64
1948,6,23,-18.53
1948,6,24,-37.1
1948,6,25,-1.7
1948,6,26,60.14
1948,6,27,71.32
1948,6,28,24.16
1948,6,29,-4.52
1948,6,30,17.11
1948,7,1,12.46
1948,7,2,29.74
1948,7,3,50.47
1948,7,4,38.42
1948,7,5,0.14
1948,7,6,14.35
1948,7,7,16.93
1948,7,8,-4.5
1948,7,9,-1.91
1948,7,10,-1.83
1948,7,11,6.97
1948,7,12,-39.31
1948,7,13,-82.96
1948,7,14,-83.18
1948,7,15,-61.19
1948,7,16,-44.78
1948,7,17,-38.63
1948,7,18,-15.61
1948,7,19,18.34
1948,7,20,42.57
1948,7,21,50.63
1948,7,22,34.8
1948,7,23,43.52
1948,7,24,61.13
1948,7,25,46.45
1948,7,26,17.97
1948,7,27,73.65
1948,7,28,104.86
1948,7,29,79.68
1948,7,30,59.47
1948,7,31,46.76
1948,8,1,45.63
1948,8,2,-13.27
1948,8,3,-49.88
1948,8,4,-11.26
1948,8,5,12.16
1948,8,6,-11.8
1948,8,7,-40.08
1948,8,8,-28.78
1948,8,9,-18.87
1948,8,10,-13.02
1948,8,11,-12.09
1948,8,12,-18.23
1948,8,13,-34.52
1948,8,14,-69.57
1948,8,15,-76.09
1948,8,16,-61.45
1948,8,17,-60.68
1948,8,18,-63.73
1948,8,19,-17.36
1948,8,20,-33.44
1948,8,21,-83.73
1948,8,22,-85.74
1948,8,23,-12.38
1948,8,24,19.85
1948,8,25,27.83
1948,8,26,39.27
1948,8,27,56.55
1948,8,28,35.82
1948,8,29,53.56
1948,8,30,133.83
1948,8,31,171.34
1948,9,1,143.89
1948,9,2,110.94
1948,9,3,124.87
1948,9,4,84.56
1948,9,5,36.42
1948,9,6,-14.93
1948,9,7,-35.69
1948,9,8,-44.75
1948,9,9,-10.84
1948,9,10,-7.18
1948,9,11,-9.47
1948,9,12,-48.76
1948,9,13,-39.68
1948,9,14,33.47
1948,9,15,58.48
1948,9,16,33.78
1948,9,17,52.44
1948,9,18,55.49
1948,9,19,101.59
1948,9,20,212.05
1948,9,21,227.24
1948,9,22,157.79
1948,9,23,71.61
1948,9,24,55.23
1948,9,25,81.26
1948,9,26,24.95
1948,9,27,45.13
1948,9,28,38.53
1948,9,29,-39.3
1948,9,30,7.52
1948,10,1,38.13
1948,10,2,76.83
1948,10,3,186.17
1948,10,4,272.44
1948,10,5,226.24
1948,10,6,166.43
1948,10,7,184.49
1948,10,8,180.18
1948,10,9,204.49
1948,10,10,178.86
1948,10,11,127.0
1948,10,12,113.35
1948,10,13,74.25
1948,10,14,65.29
1948,10,15,-0.61
1948,10,16,-27.11
1948,10,17,-26.27
1948,10,18,-9.89
1948,10,19,8.32
1948,10,20,-13.71
1948,10,21,7.98
1948,10,22,-24.59
1948,10,23,-2.04
1948,10,24,74.75
1948,10,25,70.97
1948,10,26,76.53
1948,10,27,114.8
1948,10,28,104.11
1948,10,29,152.29
1948,10,30,163.78
1948,10,31,148.44
1948,11,1,166.38
1948,11,2,249.92
1948,11,3,322.64
1948,11,4,246.58
1948,11,5,155.68
1948,11,6,61.44
1948,11,7,-26.04
1948,11,8,-87.06
1948,11,9,-113.46
1948,11,10,-124.38
1948,11,11,-77.39
1948,11,12,-21.86
1948,11,13,52.6
1948,11,14,159.99
1948,11,15,195.29
1948,11,16,162.23
1948,11,17,140.05
1948,11,18,110.8
1948,11,19,112.67
1948,11,20,77.71
1948,11,21,61.56
1948,11,22,96.62
1948,11,23,154.05
1948,11,24,194.66
1948,11,25,185.84
1948,11,26,139.62
1948,11,27,118.03
1948,11,28,163.34
1948,11,29,178.49
1948,11,30,175.22
1948,12,1,258.99
1948,12,2,250.77
1948,12,3,139.34
1948,12,4,173.81
1948,12,5,144.18
1948,12,6,98.68
1948,12,7,135.26
1948,12,8,105.73
1948,12,9,56.55
1948,12,10,114.92
1948,12,11,165.38
1948,12,12,67.62
1948,12,13,-93.53
1948,12,14,-98.89
1948,12,15,-77.84
1948,12,16,-100.09
1948,12,17,-64.72
1948,12,18,20.46
1948,12,19,114.81
1948,12,20,138.88
1948,12,21,32.42
1948,12,22,7.97
1948,12,23,29.21
1948,12,24,-66.89
1948,12,25,-88.97
1948,12,26,17.35
1948,12,27,134.88
1948,12,28,228.86
1948,12,29,261.82
1948,12,30,256.25
1948,12,31,235.11
1949,1,1,203.0
1949,1,2,101.17
1949,1,3,116.07
1949,1,4,104.45
1949,1,5,101.23
1949,1,6,86.59
1949,1,7,8.68
1949,1,8,-66.5
1949,1,9,-142.67
1949,1,10,-224.22
1949,1,11,-211.7
1949,1,12,-130.34
1949,1,13,5.11
1949,1,14,73.75
1949,1,15,44.02
1949,1,16,13.96
1949,1,17,-15.69
1949,1,18,-43.82
1949,1,19,-57.74
1949,1,20,0.16
1949,1,21,-19.85
1949,1,22,-72.5
1949,1,23,-104.89
1949,1,24,-94.34
1949,1,25,-40.85
1949,1,26,-13.24
1949,1,27,-82.69
1949,1,28,-127.83
1949,1,29,-116.03
1949,1,30,-154.61
1949,1,31,-191.43
1949,2,1,-157.34
1949,2,2,-101.31
1949,2,3,-36.99
1949,2,4,2.24
1949,2,5,34.87
1949,2,6,104.26
1949,2,7,171.18
1949,2,8,216.14
1949,2,9,253.04
1949,2,10,173.69
1949,2,11,24.24
1949,2,12,-53.13
1949,2,13,14.57
1949,2,14,113.57
1949,2,15,177.46
1949,2,16,188.81
1949,2,17,128.36
1949,2,18,46.86
1949,2,19,-44.41
1949,2,20,-70.72
1949,2,21,-2.71
1949,2,22,63.13
1949,2,23,75.66
1949,2,24,47.64
1949,2,25,38.01
1949,2,26,9.15
1949,2,27,-20.3
1949,2,28,-44.85
1949,3,1,0.86
1949,3,2,-20.82
1949,3,3,-67.31
1949,3,4,-114.67
1949,3,5,-168.15
1949,3,6,-178.45
1949,3,7,-185.18
1949,3,8,-200.76
1949,3,9,-269.16
1949,3,10,-285.98
1949,3,11,-302.61
1949,3,12,-328.38
1949,3,13,-352.9
1949,3,14,-343.89
1949,3,15,-298.08
1949,3,16,-225.12
1949,3,17,-149.84
1949,3,18,-74.34
1949,3,19,-2.31
1949,3,20,78.99
1949,3,21,66.61
1949,3,22,82.05
1949,3,23,105.19
1949,3,24,159.76
1949,3,25,149.34
1949,3,26,138.54
1949,3,27,82.62
1949,3,28,18.84
1949,3,29,66.82
1949,3,30,70.38
1949,3,31,81.68
1949,4,1,94.45
1949,4,2,108.12
1949,4,3,81.23
1949,4,4,10.29
1949,4,5,33.17
1949,4,6,47.89
1949,4,7,89.07
1949,4,8,81.25
1949,4,9,30.75
1949,4,10,-7.93
1949,4,11,18.25
1949,4,12,34.01
1949,4,13,-20.71
1949,4,14,-53.22
1949,4,15,-23.38
1949,4,16,-30.83
1949,4,17,-20.98
1949,4,18,33.5
1949,4,19,93.73
1949,4,20,146.99
1949,4,21,91.55
1949,4,22,39.66
1949,4,23,59.95
1949,4,24,118.14
1949,4,25,167.4
1949,4,26,154.89
1949,4,27,187.25
1949,4,28,218.68
1949,4,29,222.82
1949,4,30,223.8
1949,5,1,232.37
1949,5,2,236.66
1949,5,3,232.84
1949,5,4,177.29
1949,5,5,104.3
1949,5,6,59.73
1949,5,7,-16.26
1949,5,8,-13.62
1949,5,9,12.86
1949,5,10,9.98
1949,5,11,27.39
1949,5,12,14.53
1949,5,13,13.62
1949,5,14,-12.25
1949,5,15,-44.12
1949,5,16,-92.59
1949,5,17,-130.45
1949,5,18,-131.19
1949,5,19,-137.44
1949,5,20,-130.51
1949,5,21,-158.12
1949,5,22,-141.62
1949,5,23,-135.88
1949,5,24,-103.68
1949,5,25,-89.46
1949,5,26,-76.61
1949,5,27,-37.33
1949,5,28,3.24
1949,5,29,67.96
1949,5,30,121.37
1949,5,31,113.78
1949,6,1,81.46
1949,6,2,40.68
1949,6,3,68.11
1949,6,4,45.56
1949,6,5,1.24
1949,6,6,4.91
1949,6,7,37.52
1949,6,8,50.44
1949,6,9,38.63
1949,6,10,33.64
1949,6,11,60.24
1949,6,12,101.57
1949,6,13,84.28
1949,6,14,31.98
1949,6,15,-25.92
1949,6,16,-81.77
1949,6,17,-114.67
1949,6,18,-97.47
1949,6,19,-57.7
1949,6,20,-8.49
1949,6,21,-8.81
1949,6,22,-36.77
1949,6,23,-48.4
1949,6,24,-21.77
1949,6,25,0.63
1949,6,26,63.48
1949,6,27,91.67
1949,6,28,101.64
1949,6,29,115.15
1949,6,30,114.73
1949,7,1,79.5
1949,7,2,18.25
1949,7,3,-44.58
1949,7,4,-37.68
1949,7,5,2.08
1949,7,6,20.48
1949,7,7,6.95
1949,7,8,-41.73
1949,7,9,-49.94
1949,7,10,-49.43
1949,7,11,-13.85
1949,7,12,2.29
1949,7,13,10.08
1949,7,14,-12.89
1949,7,15,-5.57
1949,7,16,8.53
1949,7,17,-32.48
1949,7,18,-47.24
1949,7,19,0.36
1949,7,20,16.89
1949,7,21,19.05
1949,7,22,12.93
1949,7,23,4.81
1949,7,24,38.33
1949,7,25,51.71
1949,7,26,45.87
1949,7,27,43.43
1949,7,28,56.39
1949,7,29,48.52
1949,7,30,41.88
1949,7,31,17.29
1949,8,1,14.63
1949,8,2,31.63
1949,8,3,28.25
1949,8,4,25.25
1949,8,5,21.45
1949,8,6,40.91
1949,8,7,51.65
1949,8,8,57.08
1949,8,9,61.42
1949,8,10,46.13
1949,8,11,30.02
1949,8,12,54.24
1949,8,13,75.31
1949,8,14,109.76
1949,8,15,113.67
1949,8,16,75.23
1949,8,17,48.28
1949,8,18,8.23
1949,8,19,-44.25
1949,8,20,-54.94
1949,8,21,-42.88
1949,8,22,-40.02
1949,8,23,-66.31
1949,8,24,-61.38
1949,8,25,-56.71
1949,8,26,-83.87
1949,8,27,-101.81
1949,8,28,-142.25
1949,8,29,-144.11
1949,8,30,-114.69
1949,8,31,-103.26
1949,9,1,-83.85
1949,9,2,-72.07
1949,9,3,-115.29
1949,9,4,-145.36
1949,9,5,-143.41
1949,9,6,-119.95
1949,9,7,-104.64
1949,9,8,-105.62
1949,9,9,-122.24
1949,9,10,-94.91
1949,9,11,-45.87
1949,9,12,1.7
1949,9,13,63.58
1949,9,14,120.77
1949,9,15,152.67
1949,9,16,142.94
1949,9,17,57.35
1949,9,18,9.52
1949,9,19,44.85
1949,9,20,107.9
1949,9,21,84.27
1949,9,22,28.76
1949,9,23,11.63
1949,9,24,-12.73
1949,9,25,-31.38
1949,9,26,-58.01
1949,9,27,-80.08
1949,9,28,-103.91
1949,9,29,-84.44
1949,9,30,-25.06
1949,10,1,14.13
1949,10,2,52.02
1949,10,3,95.31
1949,10,4,122.63
1949,10,5,126.72
1949,10,6,59.4
1949,10,7,4.44
1949,10,8,52.23
1949,10,9,89.67
1949,10,10,122.4
1949,10,11,129.67
1949,10,12,106.85
1949,10,13,109.47
1949,10,14,125.35
1949,10,15,47.24
1949,10,16,-70.07
1949,10,17,-147.85
1949,10,18,-146.1
1949,10,19,-114.51
1949,10,20,-144.96
1949,10,21,-164.8
1949,10,22,-191.83
1949,10,23,-178.13
1949,10,24,-150.94
1949,10,25,-102.01
1949,10,26,23.84
1949,10,27,101.67
1949,10,28,120.23
1949,10,29,31.31
1949,10,30,14.58
1949,10,31,-16.3
1949,11,1,-50.17
1949,11,2,-24.51
1949,11,3,-63.37
1949,11,4,-121.56
1949,11,5,-108.22
1949,11,6,-59.91
1949,11,7,-49.97
1949,11,8,80.87
1949,11,9,125.33
1949,11,10,91.94
1949,11,11,9.21
1949,11,12,-99.27
1949,11,13,-65.73
1949,11,14,-13.69
1949,11,15,-64.52
1949,11,16,-127.42
1949,11,17,-98.52
1949,11,18,-131.19
1949,11,19,-175.05
1949,11,20,-182.16
1949,11,21,-163.95
1949,11,22,-70.31
1949,11,23,30.05
1949,11,24,71.74
1949,11,25,138.48
1949,11,26,219.04
1949,11,27,288.73
1949,11,28,234.69
1949,11,29,161.56
1949,11,30,154.79
1949,12,1,191.58
1949,12,2,204.25
1949,12,3,136.39
1949,12,4,72.17
1949,12,5,104.06
1949,12,6,96.86
1949,12,7,52.47
1949,12,8,51.16
1949,12,9,-8.92
1949,12,10,-95.35
1949,12,11,-82.49
1949,12,12,-62.33
1949,12,13,-127.91
1949,12,14,-203.65
1949,12,15,-191.7
1949,12,16,-114.32
1949,12,17,-89.35
1949,12,18,-123.17
1949,12,19,-134.87
1949,12,20,-72.77
1949,12,21,-79.89
1949,12,22,-41.56
1949,12,23,21.28
1949,12,24,59.49
1949,12,25,90.73
1949,12,26,32.68
1949,12,27,-18.4
1949,12,28,-34.53
1949,12,29,15.63
1949,12,30,74.46
1949,12,31,4.91
1950,1,1,-79.79
1950,1,2,-130.77
1950,1,3,-94.14
1950,1,4,-85.4
1950,1,5,1.49
1950,1,6,-50.95
1950,1,7,-117.53
1950,1,8,-101.47
1950,1,9,-21.48
1950,1,10,-49.81
1950,1,11,-71.86
1950,1,12,-65.35
1950,1,13,-67.15
1950,1,14,-104.84
1950,1,15,-97.48
1950,1,16,-152.83
1950,1,17,-203.67
1950,1,18,-216.13
1950,1,19,-216.89
1950,1,20,-166.25
1950,1,21,-88.69
1950,1,22,-32.77
1950,1,23,-41.82
1950,1,24,-93.73
1950,1,25,-96.78
1950,1,26,-107.09
1950,1,27,-156.08
1950,1,28,-180.2
1950,1,29,-267.81
1950,1,30,-288.34
1950,1,31,-250.2
1950,2,1,-215.88
1950,2,2,-119.73
1950,2,3,9.22
1950,2,4,99.73
1950,2,5,132.55
1950,2,6,190.96
1950,2,7,232.09
1950,2,8,231.72
1950,2,9,223.38
1950,2,10,212.22
1950,2,11,210.79
1950,2,12,189.51
1950,2,13,172.65
1950,2,14,115.18
1950,2,15,63.19
1950,2,16,75.59
1950,2,17,62.24
1950,2,18,15.72
1950,2,19,44.72
1950,2,20,50.92
1950,2,21,54.67
1950,2,22,105.99
1950,2,23,185.97
1950,2,24,206.6
1950,2,25,151.33
1950,2,26,126.4
1950,2,27,70.12
1950,2,28,19.64
1950,3,1,65.59
1950,3,2,177.51
1950,3,3,246.43
1950,3,4,203.95
1950,3,5,51.89
1950,3,6,-95.08
1950,3,7,-190.25
1950,3,8,-205.89
1950,3,9,-232.55
1950,3,10,-234.54
1950,3,11,-225.14
1950,3,12,-154.2
1950,3,13,-68.35
1950,3,14,-36.54
1950,3,15,1.29
1950,3,16,84.15
1950,3,17,150.3
1950,3,18,190.13
1950,3,19,236.39
1950,3,20,201.18
1950,3,21,147.53
1950,3,22,164.89
1950,3,23,155.26
1950,3,24,110.48
1950,3,25,117.56
1950,3,26,170.8
1950,3,27,129.16
1950,3,28,36.68
1950,3,29,-30.38
1950,3,30,5.98
1950,3,31,85.03
1950,4,1,147.27
1950,4,2,92.89
1950,4,3,21.96
1950,4,4,-40.57
1950,4,5,-117.76
1950,4,6,-109.24
1950,4,7,-122.72
1950,4,8,-61.86
1950,4,9,13.91
1950,4,10,39.24
1950,4,11,45.15
1950,4,12,99.66
1950,4,13,168.72
1950,4,14,193.36
1950,4,15,190.77
1950,4,16,133.84
1950,4,17,108.06
1950,4,18,23.35
1950,4,19,32.07
1950,4,20,81.52
1950,4,21,69.67
1950,4,22,55.57
1950,4,23,63.99
1950,4,24,49.32
1950,4,25,14.96
1950,4,26,-7.25
1950,4,27,-6.17
1950,4,28,8.82
1950,4,29,29.68
1950,4,30,91.95
1950,5,1,122.56
1950,5,2,81.4
1950,5,3,36.0
1950,5,4,61.13
1950,5,5,50.62
1950,5,6,-27.11
1950,5,7,-43.99
1950,5,8,-17.96
1950,5,9,41.06
1950,5,10,53.53
1950,5,11,49.1
1950,5,12,50.42
1950,5,13,57.82
1950,5,14,50.92
1950,5,15,20.0
1950,5,16,15.67
1950,5,17,53.06
1950,5,18,117.54
1950,5,19,134.31
1950,5,20,130.26
1950,5,21,123.19
1950,5,22,87.67
1950,5,23,47.8
1950,5,24,68.39
1950,5,25,117.08
1950,5,26,142.92
1950,5,27,155.92
1950,5,28,154.66
1950,5,29,107.53
1950,5,30,-9.15
1950,5,31,-71.27
1950,6,1,-72.02
1950,6,2,-52.19
1950,6,3,-15.83
1950,6,4,1.24
1950,6,5,-42.02
1950,6,6,-80.73
1950,6,7,-49.5
1950,6,8,-40.01
1950,6,9,-17.85
1950,6,10,-28.28
1950,6,11,-34.82
1950,6,12,-29.67
1950,6,13,-65.7
1950,6,14,-76.92
1950,6,15,-82.45
1950,6,16,-97.15
1950,6,17,-111.66
1950,6,18,-112.6
1950,6,19,-82.09
1950,6,20,-23.14
1950,6,21,41.82
1950,6,22,89.17
1950,6,23,60.39
1950,6,24,80.06
1950,6,25,83.92
1950,6,26,9.21
1950,6,27,-58.81
1950,6,28,-75.9
1950,6,29,-46.88
1950,6,30,-22.53
1950,7,1,-32.99
1950,7,2,-32.26
1950,7,3,-12.56
1950,7,4,-10.59
1950,7,5,4.62
1950,7,6,23.99
1950,7,7,23.07
1950,7,8,13.82
1950,7,9,3.64
1950,7,10,-9.14
1950,7,11,-10.05
1950,7,12,-18.42
1950,7,13,9.31
1950,7,14,18.23
1950,7,15,1.93
1950,7,16,16.16
1950,7,17,41.29
1950,7,18,73.05
1950,7,19,102.21
1950,7,20,68.03
1950,7,21,31.42
1950,7,22,13.38
1950,7,23,10.28
1950,7,24,-2.73
1950,7,25,-9.75
1950,7,26,16.72
1950,7,27,43.92
1950,7,28,91.16
1950,7,29,100.28
1950,7,30,66.74
1950,7,31,23.32
1950,8,1,-0.19
1950,8,2,-26.98
1950,8,3,-44.22
1950,8,4,-6.94
1950,8,5,28.67
1950,8,6,1.81
1950,8,7,-36.77
1950,8,8,-76.74
1950,8,9,-102.91
1950,8,10,-122.26
1950,8,11,-118.08
1950,8,12,-69.89
1950,8,13,-31.82
1950,8,14,-12.51
1950,8,15,-6.15
1950,8,16,-55.6
1950,8,17,-109.83
1950,8,18,-139.15
1950,8,19,-133.05
1950,8,20,-116.68
1950,8,21,-87.5
1950,8,22,-31.08
1950,8,23,17.16
1950,8,24,29.67
1950,8,25,40.26
1950,8,26,103.16
1950,8,27,139.62
1950,8,28,127.32
1950,8,29,101.89
1950,8,30,66.6
1950,8,31,40.37
1950,9,1,56.16
1950,9,2,44.87
1950,9,3,65.78
1950,9,4,108.51
1950,9,5,104.52
1950,9,6,60.51
1950,9,7,-6.92
1950,9,8,-65.96
1950,9,9,-94.46
1950,9,10,-107.77
1950,9,11,-88.45
1950,9,12,-84.96
1950,9,13,-108.83
1950,9,14,-108.18
1950,9,15,-76.69
1950,9,16,-80.87
1950,9,17,-32.68
1950,9,18,2.0
1950,9,19,41.53
1950,9,20,66.81
1950,9,21,24.72
1950,9,22,79.24
1950,9,23,128.55
1950,9,24,151.69
1950,9,25,156.52
1950,9,26,115.37
1950,9,27,7.04
1950,9,28,-122.79
1950,9,29,-205.4
1950,9,30,-163.02
1950,10,1,-89.35
1950,10,2,-78.23
1950,10,3,-63.53
1950,10,4,16.46
1950,10,5,83.79
1950,10,6,118.97
1950,10,7,100.35
1950,10,8,128.64
1950,10,9,201.51
1950,10,10,183.07
1950,10,11,65.8
1950,10,12,9.27
1950,10,13,-12.23
1950,10,14,12.02
1950,10,15,24.4
1950,10,16,-17.1
1950,10,17,-45.97
1950,10,18,-90.1
1950,10,19,-110.17
1950,10,20,-110.42
1950,10,21,-99.65
1950,10,22,-86.64
1950,10,23,14.93
1950,10,24,95.38
1950,10,25,160.28
1950,10,26,223.63
1950,10,27,287.09
1950,10,28,288.04
1950,10,29,182.69
1950,10,30,143.17
1950,10,31,167.18
1950,11,1,149.55
1950,11,2,75.71
1950,11,3,81.69
1950,11,4,83.33
1950,11,5,62.07
1950,11,6,25.76
1950,11,7,-50.28
1950,11,8,-174.59
1950,11,9,-239.25
1950,11,10,-245.18
1950,11,11,-224.65
1950,11,12,-209.25
1950,11,13,-156.45
1950,11,14,-48.98
1950,11,15,-9.0
1950,11,16,-9.03
1950,11,17,-4.61
1950,11,18,1.84
1950,11,19,5.73
1950,11,20,20.88
1950,11,21,28.88
1950,11,22,-34.42
1950,11,23,-20.09
1950,11,24,-4.2
1950,11,25,-22.74
1950,11,26,-53.15
1950,11,27,-143.69
1950,11,28,-248.58
1950,11,29,-290.74
1950,11,30,-271.86
1950,12,1,-155.95
1950,12,2,-48.33
1950,12,3,-0.56
1950,12,4,-48.26
1950,12,5,-27.78
1950,12,6,137.77
1950,12,7,155.01
1950,12,8,-71.39
1950,12,9,-176.63
1950,12,10,-118.22
1950,12,11,-159.26
1950,12,12,-141.69
1950,12,13,-126.45
1950,12,14,-130.96
1950,12,15,-135.18
1950,12,16,-161.13
1950,12,17,-144.34
1950,12,18,-96.79
1950,12,19,-98.02
1950,12,20,-11.82
1950,12,21,54.3
1950,12,22,99.72
1950,12,23,40.93
1950,12,24,-4.53
1950,12,25,-49.86
1950,12,26,-41.65
1950,12,27,44.17
1950,12,28,31.77
1950,12,29,1.55
1950,12,30,20.08
1950,12,31,1.72
1951,1,1,17.65
1951,1,2,64.67
1951,1,3,80.4
1951,1,4,68.22
1951,1,5,54.31
1951,1,6,31.84
1951,1,7,87.01
1951,1,8,186.12
1951,1,9,199.03
1951,1,10,191.46
1951,1,11,253.28
1951,1,12,279.66
1951,1,13,335.29
1951,1,14,297.83
1951,1,15,248.83
1951,1,16,351.13
1951,1,17,395.6
1951,1,18,271.12
1951,1,19,196.5
1951,1,20,159.77
1951,1,21,145.6
1951,1,22,118.62
1951,1,23,57.71
1951,1,24,10.21
1951,1,25,-37.84
1951,1,26,-120.88
1951,1,27,-225.1
1951,1,28,-244.33
1951,1,29,-254.23
1951,1,30,-209.36
1951,1,31,-81.42
1951,2,1,-31.34
1951,2,2,82.78
1951,2,3,114.72
1951,2,4,65.9
1951,2,5,-3.99
1951,2,6,-83.31
1951,2,7,-45.67
1951,2,8,10.89
1951,2,9,20.36
1951,2,10,9.44
1951,2,11,-39.65
1951,2,12,-100.0
1951,2,13,-30.07
1951,2,14,45.63
1951,2,15,111.33
1951,2,16,161.03
1951,2,17,161.05
1951,2,18,158.43
1951,2,19,82.01
1951,2,20,-33.13
1951,2,21,-136.07
1951,2,22,-125.05
1951,2,23,-68.31
1951,2,24,-3.73
1951,2,25,12.74
1951,2,26,-9.51
1951,2,27,18.65
1951,2,28,-12.55
1951,3,1,-48.81
1951,3,2,-23.39
1951,3,3,-36.11
1951,3,4,-13.08
1951,3,5,4.86
1951,3,6,-21.23
1951,3,7,-72.8
1951,3,8,-78.42
1951,3,9,-58.51
1951,3,10,-36.56
1951,3,11,19.89
1951,3,12,81.79
1951,3,13,9.97
1951,3,14,-94.65
1951,3,15,-43.22
1951,3,16,32.68
1951,3,17,23.31
1951,3,18,-45.28
1951,3,19,-77.32
1951,3,20,-34.73
1951,3,21,-19.1
1951,3,22,41.98
1951,3,23,109.15
1951,3,24,91.59
1951,3,25,136.61
1951,3,26,161.22
1951,3,27,76.61
1951,3,28,58.4
1951,3,29,51.0
1951,3,30,17.82
1951,3,31,3.17
1951,4,1,-12.64
1951,4,2,14.04
1951,4,3,43.09
1951,4,4,51.43
1951,4,5,-3.7
1951,4,6,3.2
1951,4,7,37.25
1951,4,8,26.18
1951,4,9,-83.78
1951,4,10,-173.26
1951,4,11,-180.33
1951,4,12,-164.05
1951,4,13,-159.11
1951,4,14,-169.32
1951,4,15,-181.13
1951,4,16,-174.94
1951,4,17,-190.73
1951,4,18,-220.72
1951,4,19,-245.08
1951,4,20,-246.44
1951,4,21,-185.23
1951,4,22,-127.51
1951,4,23,-58.05
1951,4,24,27.86
1951,4,25,129.95
1951,4,26,227.85
1951,4,27,313.35
1951,4,28,314.05
1951,4,29,219.13
1951,4,30,142.0
1951,5,1,53.08
1951,5,2,-17.14
1951,5,3,-77.82
1951,5,4,-102.62
1951,5,5,-160.91
