year,month,day,epo index (m)
1994,5,14,73.07
1994,5,15,68.66
1994,5,16,32.85
1994,5,17,-36.89
1994,5,18,-69.86
1994,5,19,-52.2
1994,5,20,-20.27
1994,5,21,23.55
1994,5,22,82.86
1994,5,23,87.02
1994,5,24,60.8
1994,5,25,61.66
1994,5,26,66.61
1994,5,27,111.61
1994,5,28,164.43
1994,5,29,172.35
1994,5,30,132.2
1994,5,31,73.18
1994,6,1,40.4
1994,6,2,20.66
1994,6,3,49.3
1994,6,4,49.7
1994,6,5,48.21
1994,6,6,55.68
1994,6,7,44.03
1994,6,8,20.78
1994,6,9,-7.28
1994,6,10,-16.49
1994,6,11,31.91
1994,6,12,82.4
1994,6,13,96.28
1994,6,14,60.4
1994,6,15,15.04
1994,6,16,-31.98
1994,6,17,-35.42
1994,6,18,-38.91
1994,6,19,-54.94
1994,6,20,-71.78
1994,6,21,-71.92
1994,6,22,-81.59
1994,6,23,-82.1
1994,6,24,-47.08
1994,6,25,-8.89
1994,6,26,24.19
1994,6,27,48.7
1994,6,28,42.8
1994,6,29,22.95
1994,6,30,-5.83
1994,7,1,-10.65
1994,7,2,15.81
1994,7,3,3.61
1994,7,4,-16.89
1994,7,5,0.54
1994,7,6,29.9
1994,7,7,12.59
1994,7,8,-14.2
1994,7,9,-17.14
1994,7,10,-12.05
1994,7,11,-27.27
1994,7,12,-47.08
1994,7,13,-62.82
1994,7,14,-58.45
1994,7,15,-50.95
1994,7,16,18.92
1994,7,17,95.28
1994,7,18,88.06
1994,7,19,12.94
1994,7,20,-37.06
1994,7,21,-15.12
1994,7,22,-30.41
1994,7,23,-64.23
1994,7,24,-72.84
1994,7,25,-79.69
1994,7,26,-73.33
1994,7,27,-81.54
1994,7,28,-92.45
1994,7,29,-65.05
1994,7,30,-46.15
1994,7,31,-70.19
1994,8,1,-94.16
1994,8,2,-79.92
1994,8,3,-74.01
1994,8,4,-59.5
1994,8,5,-71.0
1994,8,6,-109.36
1994,8,7,-148.46
1994,8,8,-163.41
1994,8,9,-153.41
1994,8,10,-148.35
1994,8,11,-147.06
1994,8,12,-147.11
1994,8,13,-131.62
1994,8,14,-106.9
1994,8,15,-81.43
1994,8,16,-110.94
1994,8,17,-146.62
1994,8,18,-169.11
1994,8,19,-159.23
1994,8,20,-95.12
1994,8,21,4.99
1994,8,22,68.97
1994,8,23,33.57
1994,8,24,-30.83
1994,8,25,-94.36
1994,8,26,-111.06
1994,8,27,-87.89
1994,8,28,-63.33
1994,8,29,-75.24
1994,8,30,-81.78
1994,8,31,-58.57
1994,9,1,-32.3
1994,9,2,9.42
1994,9,3,51.12
1994,9,4,57.38
1994,9,5,16.6
1994,9,6,-4.44
1994,9,7,-28.33
1994,9,8,-16.27
1994,9,9,-15.35
1994,9,10,-41.15
1994,9,11,-32.87
1994,9,12,12.03
1994,9,13,62.67
1994,9,14,143.2
1994,9,15,153.97
1994,9,16,81.12
1994,9,17,40.72
1994,9,18,37.68
1994,9,19,0.78
1994,9,20,-19.98
1994,9,21,-10.0
1994,9,22,6.1
1994,9,23,1.93
1994,9,24,-8.31
1994,9,25,5.34
1994,9,26,-20.69
1994,9,27,-17.34
1994,9,28,-26.2
1994,9,29,-19.63
1994,9,30,-5.45
1994,10,1,-4.15
1994,10,2,-58.77
1994,10,3,-99.83
1994,10,4,-76.77
1994,10,5,-3.95
1994,10,6,51.66
1994,10,7,55.13
1994,10,8,50.21
1994,10,9,42.91
1994,10,10,48.11
1994,10,11,54.95
1994,10,12,31.8
1994,10,13,38.33
1994,10,14,44.32
1994,10,15,10.43
1994,10,16,-0.31
1994,10,17,-17.04
1994,10,18,-53.06
1994,10,19,16.56
1994,10,20,67.76
1994,10,21,12.7
1994,10,22,-17.83
1994,10,23,14.61
1994,10,24,49.58
1994,10,25,137.53
1994,10,26,246.79
1994,10,27,299.14
1994,10,28,227.77
1994,10,29,119.11
1994,10,30,48.92
1994,10,31,49.51
1994,11,1,69.91
1994,11,2,60.34
1994,11,3,180.32
1994,11,4,258.18
1994,11,5,112.64
1994,11,6,129.66
1994,11,7,223.74
1994,11,8,182.04
1994,11,9,67.31
1994,11,10,47.17
1994,11,11,100.04
1994,11,12,92.9
1994,11,13,90.56
1994,11,14,6.75
1994,11,15,-26.85
1994,11,16,-2.72
1994,11,17,-48.38
1994,11,18,-18.92
1994,11,19,70.0
1994,11,20,105.81
1994,11,21,92.43
1994,11,22,103.6
1994,11,23,120.06
1994,11,24,53.15
1994,11,25,-5.96
1994,11,26,67.13
1994,11,27,114.87
1994,11,28,78.91
1994,11,29,80.85
1994,11,30,133.42
1994,12,1,73.95
1994,12,2,-25.85
1994,12,3,-34.3
1994,12,4,79.86
1994,12,5,119.16
1994,12,6,89.62
1994,12,7,53.12
1994,12,8,14.84
1994,12,9,-21.07
1994,12,10,-21.58
1994,12,11,-10.81
1994,12,12,-23.63
1994,12,13,22.75
1994,12,14,42.47
1994,12,15,41.57
1994,12,16,60.51
1994,12,17,50.85
1994,12,18,119.94
1994,12,19,177.73
1994,12,20,193.77
1994,12,21,201.78
1994,12,22,182.45
1994,12,23,138.31
1994,12,24,89.07
1994,12,25,98.51
1994,12,26,138.39
1994,12,27,61.3
1994,12,28,7.59
1994,12,29,-73.02
1994,12,30,-145.41
1994,12,31,-209.15
1995,1,1,-246.43
1995,1,2,-262.34
1995,1,3,-194.59
1995,1,4,-96.55
1995,1,5,-45.87
1995,1,6,-57.32
1995,1,7,-59.59
1995,1,8,-45.56
1995,1,9,-42.68
1995,1,10,10.39
1995,1,11,74.44
1995,1,12,79.27
1995,1,13,89.37
1995,1,14,108.01
1995,1,15,78.17
1995,1,16,60.08
1995,1,17,91.81
1995,1,18,90.79
1995,1,19,22.02
1995,1,20,-38.11
1995,1,21,-78.22
1995,1,22,-126.01
1995,1,23,-113.44
1995,1,24,-87.57
1995,1,25,-37.18
1995,1,26,12.86
1995,1,27,4.3
1995,1,28,-17.07
1995,1,29,9.27
1995,1,30,-7.57
1995,1,31,-5.41
1995,2,1,24.26
1995,2,2,-20.77
1995,2,3,-36.37
1995,2,4,-101.49
1995,2,5,-92.51
1995,2,6,-94.21
1995,2,7,-202.75
1995,2,8,-216.48
1995,2,9,-211.76
1995,2,10,-236.16
1995,2,11,-318.56
1995,2,12,-365.17
1995,2,13,-281.38
1995,2,14,-127.44
1995,2,15,-18.57
1995,2,16,19.42
1995,2,17,121.56
1995,2,18,157.85
1995,2,19,151.38
1995,2,20,132.54
1995,2,21,142.04
1995,2,22,58.52
1995,2,23,-6.12
1995,2,24,-31.72
1995,2,25,-88.12
1995,2,26,-144.72
1995,2,27,-232.12
1995,2,28,-282.94
1995,3,1,-295.15
1995,3,2,-294.03
1995,3,3,-294.42
1995,3,4,-246.27
1995,3,5,-220.22
1995,3,6,-173.66
1995,3,7,-161.72
1995,3,8,-135.07
1995,3,9,-88.77
1995,3,10,1.43
1995,3,11,100.45
1995,3,12,156.78
1995,3,13,118.36
1995,3,14,103.19
1995,3,15,102.5
1995,3,16,65.58
1995,3,17,74.9
1995,3,18,111.65
1995,3,19,139.44
1995,3,20,133.83
1995,3,21,159.57
1995,3,22,90.76
1995,3,23,69.47
1995,3,24,74.19
1995,3,25,5.58
1995,3,26,-111.26
1995,3,27,-211.18
1995,3,28,-211.34
1995,3,29,-167.72
1995,3,30,-107.95
1995,3,31,-7.04
1995,4,1,31.34
1995,4,2,-16.01
1995,4,3,-52.33
1995,4,4,39.96
1995,4,5,78.2
1995,4,6,94.25
1995,4,7,80.82
1995,4,8,94.32
1995,4,9,63.0
1995,4,10,53.4
1995,4,11,39.27
1995,4,12,-28.59
1995,4,13,6.05
1995,4,14,22.99
1995,4,15,-1.7
1995,4,16,62.31
1995,4,17,98.28
1995,4,18,96.25
1995,4,19,98.41
1995,4,20,32.57
1995,4,21,-94.11
1995,4,22,-171.49
1995,4,23,-215.81
1995,4,24,-244.66
1995,4,25,-234.62
1995,4,26,-218.65
1995,4,27,-268.22
1995,4,28,-286.06
1995,4,29,-268.15
1995,4,30,-210.45
1995,5,1,-160.18
1995,5,2,-109.33
1995,5,3,-92.77
1995,5,4,-93.22
1995,5,5,-84.68
1995,5,6,-60.67
1995,5,7,-49.61
1995,5,8,-71.37
1995,5,9,-69.88
1995,5,10,-8.8
1995,5,11,29.21
1995,5,12,-28.7
1995,5,13,-117.44
1995,5,14,-113.06
1995,5,15,-36.7
1995,5,16,29.98
1995,5,17,31.21
1995,5,18,-29.52
1995,5,19,-68.08
1995,5,20,-32.04
1995,5,21,-12.3
1995,5,22,-14.11
1995,5,23,-31.19
1995,5,24,-53.61
1995,5,25,-59.84
1995,5,26,-1.88
1995,5,27,24.18
1995,5,28,3.27
1995,5,29,30.39
1995,5,30,85.38
1995,5,31,94.45
1995,6,1,92.59
1995,6,2,104.17
1995,6,3,99.56
1995,6,4,102.23
1995,6,5,64.32
1995,6,6,1.47
1995,6,7,-51.07
1995,6,8,-50.22
1995,6,9,-65.59
1995,6,10,-88.61
1995,6,11,-84.26
1995,6,12,-45.75
1995,6,13,11.56
1995,6,14,53.25
1995,6,15,90.24
1995,6,16,108.48
1995,6,17,84.51
1995,6,18,18.75
1995,6,19,-5.73
1995,6,20,-9.75
1995,6,21,-6.48
1995,6,22,7.2
1995,6,23,21.12
1995,6,24,3.95
1995,6,25,-28.41
1995,6,26,-71.38
1995,6,27,-101.66
1995,6,28,-111.55
1995,6,29,-114.22
1995,6,30,-80.36
1995,7,1,-26.63
1995,7,2,3.25
1995,7,3,11.97
1995,7,4,-4.63
1995,7,5,-6.85
1995,7,6,-24.61
1995,7,7,-45.56
1995,7,8,-67.21
1995,7,9,-85.6
1995,7,10,-65.3
1995,7,11,-5.31
1995,7,12,31.89
1995,7,13,33.45
1995,7,14,11.14
1995,7,15,-6.64
1995,7,16,-29.93
1995,7,17,-42.73
1995,7,18,-66.75
1995,7,19,-111.08
1995,7,20,-124.73
1995,7,21,-82.01
1995,7,22,-20.12
1995,7,23,3.64
1995,7,24,39.43
1995,7,25,105.4
1995,7,26,142.97
1995,7,27,126.18
1995,7,28,76.7
1995,7,29,61.0
1995,7,30,43.87
1995,7,31,40.78
1995,8,1,46.96
1995,8,2,80.85
1995,8,3,127.47
1995,8,4,155.2
1995,8,5,157.77
1995,8,6,134.55
1995,8,7,90.6
1995,8,8,74.82
1995,8,9,46.04
1995,8,10,53.81
1995,8,11,66.54
1995,8,12,80.35
1995,8,13,122.58
1995,8,14,138.49
1995,8,15,100.78
1995,8,16,39.16
1995,8,17,15.14
1995,8,18,-19.33
1995,8,19,-45.08
1995,8,20,-80.93
1995,8,21,-80.94
1995,8,22,-75.14
1995,8,23,-46.97
1995,8,24,-9.73
1995,8,25,-0.98
1995,8,26,1.4
1995,8,27,10.7
1995,8,28,9.82
1995,8,29,-5.37
1995,8,30,-22.09
1995,8,31,-22.97
1995,9,1,-3.55
1995,9,2,17.15
1995,9,3,-1.42
1995,9,4,-16.82
1995,9,5,-14.3
1995,9,6,-56.27
1995,9,7,-67.11
1995,9,8,-57.96
1995,9,9,-45.18
1995,9,10,18.33
1995,9,11,65.51
1995,9,12,-8.44
1995,9,13,-120.09
1995,9,14,-118.2
1995,9,15,-120.83
1995,9,16,-154.09
1995,9,17,-144.75
1995,9,18,-147.14
1995,9,19,-152.08
1995,9,20,-112.76
1995,9,21,-97.63
1995,9,22,-118.71
1995,9,23,-132.69
1995,9,24,-114.58
1995,9,25,-73.08
1995,9,26,-41.16
1995,9,27,8.49
1995,9,28,62.05
1995,9,29,106.13
1995,9,30,127.78
1995,10,1,112.29
1995,10,2,107.59
1995,10,3,64.98
1995,10,4,24.35
1995,10,5,4.13
1995,10,6,2.87
1995,10,7,43.0
1995,10,8,130.39
1995,10,9,190.47
1995,10,10,180.6
1995,10,11,148.32
1995,10,12,133.22
1995,10,13,108.9
1995,10,14,54.3
1995,10,15,26.98
1995,10,16,94.54
1995,10,17,152.25
1995,10,18,105.73
1995,10,19,57.88
1995,10,20,55.34
1995,10,21,-1.11
1995,10,22,-27.44
1995,10,23,-12.98
1995,10,24,40.21
1995,10,25,115.22
1995,10,26,104.44
1995,10,27,-2.01
1995,10,28,-96.48
1995,10,29,-164.3
1995,10,30,-162.86
1995,10,31,-152.08
1995,11,1,-115.48
1995,11,2,-103.98
1995,11,3,-141.09
1995,11,4,-56.82
1995,11,5,-28.84
1995,11,6,-55.43
1995,11,7,-37.04
1995,11,8,30.76
1995,11,9,44.17
1995,11,10,71.64
1995,11,11,162.78
1995,11,12,111.96
1995,11,13,31.09
1995,11,14,31.24
1995,11,15,47.26
1995,11,16,54.02
1995,11,17,82.27
1995,11,18,107.34
1995,11,19,-4.28
1995,11,20,-92.57
1995,11,21,-129.86
1995,11,22,-123.6
1995,11,23,-99.19
1995,11,24,-36.17
1995,11,25,-14.38
1995,11,26,-61.78
1995,11,27,-117.15
1995,11,28,-63.95
1995,11,29,46.55
1995,11,30,120.37
1995,12,1,149.86
1995,12,2,196.29
1995,12,3,181.13
1995,12,4,162.11
1995,12,5,64.04
1995,12,6,-23.72
1995,12,7,-88.44
1995,12,8,-114.3
1995,12,9,-124.51
1995,12,10,-54.33
1995,12,11,21.86
1995,12,12,33.64
1995,12,13,88.67
1995,12,14,36.39
1995,12,15,11.65
1995,12,16,5.88
1995,12,17,-5.95
1995,12,18,19.28
1995,12,19,-20.49
1995,12,20,-30.21
1995,12,21,-22.72
1995,12,22,-34.04
1995,12,23,-97.91
1995,12,24,-128.79
1995,12,25,-136.02
1995,12,26,-123.57
1995,12,27,-81.79
1995,12,28,-3.51
1995,12,29,71.7
1995,12,30,63.38
1995,12,31,-12.94
1996,1,1,-63.84
1996,1,2,-60.91
1996,1,3,-107.06
1996,1,4,-149.71
1996,1,5,-94.2
1996,1,6,18.03
1996,1,7,125.95
1996,1,8,164.24
1996,1,9,168.44
1996,1,10,154.73
1996,1,11,125.07
1996,1,12,55.22
1996,1,13,19.46
1996,1,14,7.19
1996,1,15,75.69
1996,1,16,130.78
1996,1,17,85.59
1996,1,18,37.82
1996,1,19,96.94
1996,1,20,110.91
1996,1,21,50.48
1996,1,22,51.78
1996,1,23,49.18
1996,1,24,15.98
1996,1,25,-36.54
1996,1,26,-48.81
1996,1,27,-57.93
1996,1,28,-93.05
1996,1,29,-196.22
1996,1,30,-279.58
1996,1,31,-274.38
1996,2,1,-242.36
1996,2,2,-183.78
1996,2,3,-93.57
1996,2,4,53.25
1996,2,5,260.64
1996,2,6,364.05
1996,2,7,334.3
1996,2,8,310.88
1996,2,9,264.48
1996,2,10,75.3
1996,2,11,-102.98
1996,2,12,-158.61
1996,2,13,-171.88
1996,2,14,-218.64
1996,2,15,-232.1
1996,2,16,-206.6
1996,2,17,-184.94
1996,2,18,-105.68
1996,2,19,67.17
1996,2,20,146.42
1996,2,21,136.14
1996,2,22,215.95
1996,2,23,162.5
1996,2,24,-21.68
1996,2,25,-77.3
1996,2,26,-65.85
1996,2,27,-179.51
1996,2,28,-291.72
1996,2,29,-372.49
1996,3,1,-374.26
1996,3,2,-326.98
1996,3,3,-293.45
1996,3,4,-226.06
1996,3,5,-176.69
1996,3,6,-220.7
1996,3,7,-261.81
1996,3,8,-216.35
1996,3,9,-102.74
1996,3,10,8.84
1996,3,11,27.11
1996,3,12,-36.6
1996,3,13,-59.44
1996,3,14,-56.47
1996,3,15,-15.06
1996,3,16,30.44
1996,3,17,-4.52
1996,3,18,-85.15
1996,3,19,-106.39
1996,3,20,-165.44
1996,3,21,-184.75
1996,3,22,-102.38
1996,3,23,-121.6
1996,3,24,-282.5
1996,3,25,-371.59
1996,3,26,-372.24
1996,3,27,-348.92
1996,3,28,-294.51
1996,3,29,-237.5
1996,3,30,-189.89
1996,3,31,-125.25
1996,4,1,15.43
1996,4,2,152.76
1996,4,3,134.64
1996,4,4,102.68
1996,4,5,96.27
1996,4,6,60.77
1996,4,7,-12.54
1996,4,8,-28.06
1996,4,9,-34.45
1996,4,10,-11.52
1996,4,11,13.49
1996,4,12,23.93
1996,4,13,-59.03
1996,4,14,-78.53
1996,4,15,41.19
1996,4,16,120.11
1996,4,17,117.04
1996,4,18,86.65
1996,4,19,58.41
1996,4,20,62.27
1996,4,21,64.15
1996,4,22,88.95
1996,4,23,155.55
1996,4,24,224.86
1996,4,25,198.73
1996,4,26,153.3
1996,4,27,47.88
1996,4,28,13.77
1996,4,29,29.84
1996,4,30,-15.72
1996,5,1,-51.15
1996,5,2,-76.84
1996,5,3,-137.02
1996,5,4,-174.67
1996,5,5,-175.18
1996,5,6,-156.73
1996,5,7,-127.38
1996,5,8,-113.75
1996,5,9,-134.25
1996,5,10,-147.42
1996,5,11,-163.36
1996,5,12,-97.57
1996,5,13,4.21
1996,5,14,71.07
1996,5,15,100.7
1996,5,16,137.52
1996,5,17,153.27
1996,5,18,186.49
1996,5,19,164.92
1996,5,20,122.96
1996,5,21,81.64
1996,5,22,63.47
1996,5,23,46.15
1996,5,24,58.25
1996,5,25,85.0
1996,5,26,39.7
1996,5,27,-4.43
1996,5,28,-28.23
1996,5,29,-28.5
1996,5,30,-13.55
1996,5,31,-55.85
1996,6,1,-137.64
1996,6,2,-170.39
1996,6,3,-119.57
1996,6,4,-22.86
1996,6,5,-18.11
1996,6,6,-6.15
1996,6,7,20.67
1996,6,8,69.55
1996,6,9,129.76
1996,6,10,152.82
1996,6,11,147.13
1996,6,12,90.68
1996,6,13,45.74
1996,6,14,17.4
1996,6,15,0.82
1996,6,16,-24.82
1996,6,17,-15.38
1996,6,18,-8.94
1996,6,19,-42.23
1996,6,20,-42.86
1996,6,21,-47.47
1996,6,22,-45.43
1996,6,23,-43.41
1996,6,24,-19.6
1996,6,25,48.07
1996,6,26,130.04
1996,6,27,150.53
1996,6,28,142.84
1996,6,29,121.84
1996,6,30,109.01
1996,7,1,74.37
1996,7,2,33.65
1996,7,3,26.34
1996,7,4,51.55
1996,7,5,54.5
1996,7,6,18.12
1996,7,7,-11.12
1996,7,8,8.52
1996,7,9,60.89
1996,7,10,36.23
1996,7,11,-10.51
1996,7,12,-26.25
1996,7,13,-39.86
1996,7,14,-26.03
1996,7,15,7.08
1996,7,16,-3.28
1996,7,17,-29.14
1996,7,18,-10.52
1996,7,19,28.97
1996,7,20,30.16
1996,7,21,-23.74
1996,7,22,-73.7
1996,7,23,-102.74
1996,7,24,-100.94
1996,7,25,-79.54
1996,7,26,-72.44
1996,7,27,-63.41
1996,7,28,-42.65
1996,7,29,-26.8
1996,7,30,-12.28
1996,7,31,-17.01
1996,8,1,-4.5
1996,8,2,21.6
1996,8,3,37.57
1996,8,4,32.38
1996,8,5,25.74
1996,8,6,30.17
1996,8,7,12.61
1996,8,8,7.92
1996,8,9,43.71
1996,8,10,87.14
1996,8,11,110.89
1996,8,12,107.81
1996,8,13,65.38
1996,8,14,33.94
1996,8,15,-0.89
1996,8,16,-17.82
1996,8,17,10.1
1996,8,18,32.13
1996,8,19,26.2
1996,8,20,49.6
1996,8,21,57.78
1996,8,22,58.49
1996,8,23,17.62
1996,8,24,-34.31
1996,8,25,-34.45
1996,8,26,6.03
1996,8,27,12.22
1996,8,28,-15.96
1996,8,29,-15.98
1996,8,30,22.37
1996,8,31,12.67
1996,9,1,-25.32
1996,9,2,-50.92
1996,9,3,-99.15
1996,9,4,-89.34
1996,9,5,-29.2
1996,9,6,17.12
1996,9,7,49.49
1996,9,8,49.28
1996,9,9,40.41
1996,9,10,31.54
1996,9,11,70.96
1996,9,12,143.06
1996,9,13,177.46
1996,9,14,182.16
1996,9,15,140.01
1996,9,16,91.68
1996,9,17,65.68
1996,9,18,74.46
1996,9,19,83.8
1996,9,20,101.36
1996,9,21,98.23
1996,9,22,91.31
1996,9,23,47.29
1996,9,24,-3.36
1996,9,25,-33.39
1996,9,26,-39.57
1996,9,27,-64.64
1996,9,28,-109.12
1996,9,29,-113.23
1996,9,30,-66.83
1996,10,1,2.57
1996,10,2,51.88
1996,10,3,82.55
1996,10,4,79.29
1996,10,5,48.17
1996,10,6,12.25
1996,10,7,21.22
1996,10,8,-10.47
1996,10,9,-26.63
1996,10,10,57.37
1996,10,11,107.57
1996,10,12,109.71
1996,10,13,159.7
1996,10,14,193.92
1996,10,15,161.15
1996,10,16,92.81
1996,10,17,50.33
1996,10,18,78.87
1996,10,19,87.53
1996,10,20,40.03
1996,10,21,59.0
1996,10,22,95.22
1996,10,23,148.65
1996,10,24,203.05
1996,10,25,107.9
1996,10,26,36.23
1996,10,27,-3.79
1996,10,28,-78.07
1996,10,29,-153.7
1996,10,30,-178.35
1996,10,31,-148.54
1996,11,1,-76.97
1996,11,2,-36.54
1996,11,3,-33.37
1996,11,4,6.92
1996,11,5,81.16
1996,11,6,125.88
1996,11,7,64.76
1996,11,8,-71.92
1996,11,9,-179.94
1996,11,10,-204.18
1996,11,11,-185.42
1996,11,12,-186.66
1996,11,13,-182.35
1996,11,14,-207.95
1996,11,15,-236.35
1996,11,16,-215.96
1996,11,17,-184.08
1996,11,18,-167.24
1996,11,19,-134.07
1996,11,20,-60.04
1996,11,21,-49.67
1996,11,22,-46.0
1996,11,23,-60.46
1996,11,24,-29.58
1996,11,25,-20.3
1996,11,26,-5.29
1996,11,27,72.43
1996,11,28,69.18
1996,11,29,62.46
1996,11,30,118.07
1996,12,1,135.9
1996,12,2,77.98
1996,12,3,120.15
1996,12,4,278.44
1996,12,5,362.9
1996,12,6,262.19
1996,12,7,66.68
1996,12,8,84.87
1996,12,9,188.34
1996,12,10,183.75
1996,12,11,157.48
1996,12,12,105.57
1996,12,13,5.61
1996,12,14,-113.55
1996,12,15,-210.05
1996,12,16,-296.8
1996,12,17,-269.17
1996,12,18,-169.3
1996,12,19,-108.54
1996,12,20,-110.98
1996,12,21,-172.72
1996,12,22,-163.77
1996,12,23,-161.13
1996,12,24,-215.47
1996,12,25,-232.78
1996,12,26,-169.23
1996,12,27,-116.23
1996,12,28,-142.47
1996,12,29,-140.88
1996,12,30,-22.32
1996,12,31,62.82
1997,1,1,165.44
1997,1,2,192.02
1997,1,3,207.66
1997,1,4,189.13
1997,1,5,167.7
1997,1,6,144.56
1997,1,7,25.15
1997,1,8,-78.04
1997,1,9,-100.67
1997,1,10,-118.34
1997,1,11,-121.77
1997,1,12,-149.66
1997,1,13,-182.74
1997,1,14,-183.69
1997,1,15,-182.89
1997,1,16,-175.33
1997,1,17,-81.94
1997,1,18,-51.04
1997,1,19,-87.67
1997,1,20,-96.66
1997,1,21,-98.44
1997,1,22,-131.88
1997,1,23,-155.27
1997,1,24,-180.68
1997,1,25,-114.22
1997,1,26,14.28
1997,1,27,44.63
1997,1,28,77.12
1997,1,29,94.54
1997,1,30,197.69
1997,1,31,181.67
1997,2,1,105.33
1997,2,2,62.72
1997,2,3,64.82
1997,2,4,21.79
1997,2,5,-29.1
1997,2,6,-40.62
1997,2,7,-24.67
1997,2,8,-7.66
1997,2,9,-55.44
1997,2,10,-30.35
1997,2,11,22.85
1997,2,12,70.21
1997,2,13,90.62
1997,2,14,53.95
1997,2,15,51.24
1997,2,16,115.43
1997,2,17,138.74
1997,2,18,135.99
1997,2,19,143.71
1997,2,20,65.07
1997,2,21,-21.69
1997,2,22,-101.96
1997,2,23,-194.44
1997,2,24,-161.26
1997,2,25,-69.26
1997,2,26,38.75
1997,2,27,77.15
1997,2,28,95.3
1997,3,1,117.52
1997,3,2,63.08
1997,3,3,-0.76
1997,3,4,29.45
1997,3,5,91.9
1997,3,6,143.33
1997,3,7,182.23
1997,3,8,168.31
1997,3,9,143.87
1997,3,10,41.79
1997,3,11,-140.37
1997,3,12,-214.8
1997,3,13,-237.31
1997,3,14,-229.43
1997,3,15,-136.66
1997,3,16,-0.11
1997,3,17,49.98
1997,3,18,70.32
1997,3,19,81.07
1997,3,20,114.34
1997,3,21,84.23
1997,3,22,58.16
1997,3,23,47.94
1997,3,24,43.19
1997,3,25,73.49
1997,3,26,83.2
1997,3,27,123.03
1997,3,28,129.79
1997,3,29,94.17
1997,3,30,95.12
1997,3,31,114.9
1997,4,1,21.61
1997,4,2,-24.76
1997,4,3,-111.0
1997,4,4,-133.93
1997,4,5,-134.59
1997,4,6,-156.12
1997,4,7,-131.2
1997,4,8,-131.2
1997,4,9,-183.13
1997,4,10,-238.19
1997,4,11,-188.53
1997,4,12,-108.21
1997,4,13,-64.27
1997,4,14,11.83
1997,4,15,82.81
1997,4,16,98.27
1997,4,17,54.48
1997,4,18,22.86
1997,4,19,48.13
1997,4,20,115.37
1997,4,21,83.95
1997,4,22,38.17
1997,4,23,1.61
1997,4,24,-35.51
1997,4,25,-52.11
1997,4,26,-6.24
1997,4,27,107.82
1997,4,28,127.88
1997,4,29,124.72
1997,4,30,117.43
1997,5,1,54.59
1997,5,2,-12.84
1997,5,3,-27.9
1997,5,4,-55.33
1997,5,5,-51.77
1997,5,6,-45.84
1997,5,7,-71.01
1997,5,8,-50.37
1997,5,9,18.67
1997,5,10,-44.5
1997,5,11,-110.25
1997,5,12,-96.61
1997,5,13,-66.43
1997,5,14,-75.55
1997,5,15,-99.66
1997,5,16,-140.97
1997,5,17,-174.96
1997,5,18,-204.03
1997,5,19,-208.49
1997,5,20,-220.85
1997,5,21,-220.98
1997,5,22,-189.95
1997,5,23,-139.17
1997,5,24,-123.96
1997,5,25,-145.44
1997,5,26,-158.51
1997,5,27,-100.51
1997,5,28,-37.43
1997,5,29,-18.64
1997,5,30,-22.56
1997,5,31,66.74
1997,6,1,149.47
1997,6,2,133.49
1997,6,3,67.05
1997,6,4,9.32
1997,6,5,12.89
1997,6,6,52.4
1997,6,7,53.54
1997,6,8,26.7
1997,6,9,1.89
1997,6,10,2.07
1997,6,11,8.09
1997,6,12,22.5
1997,6,13,40.96
1997,6,14,52.57
1997,6,15,86.41
1997,6,16,98.62
1997,6,17,127.18
1997,6,18,131.76
1997,6,19,100.46
1997,6,20,48.46
1997,6,21,-11.36
1997,6,22,-51.15
1997,6,23,-63.29
1997,6,24,-62.21
1997,6,25,-63.69
1997,6,26,-56.32
1997,6,27,-63.26
1997,6,28,-70.88
1997,6,29,-65.46
1997,6,30,-54.58
1997,7,1,-18.71
1997,7,2,-32.03
1997,7,3,-74.8
1997,7,4,-78.05
1997,7,5,-17.15
1997,7,6,68.67
1997,7,7,119.69
1997,7,8,149.71
1997,7,9,118.93
1997,7,10,58.65
1997,7,11,35.32
1997,7,12,63.34
1997,7,13,69.05
1997,7,14,50.86
1997,7,15,29.7
1997,7,16,31.14
1997,7,17,51.91
1997,7,18,47.92
1997,7,19,44.7
1997,7,20,53.36
1997,7,21,71.07
1997,7,22,77.97
1997,7,23,36.67
1997,7,24,-22.12
1997,7,25,-64.31
1997,7,26,-84.6
1997,7,27,-81.91
1997,7,28,-59.34
1997,7,29,-44.1
1997,7,30,-6.53
1997,7,31,51.92
1997,8,1,59.37
1997,8,2,33.0
1997,8,3,-42.0
1997,8,4,-86.91
1997,8,5,-81.84
1997,8,6,-37.84
1997,8,7,-15.23
1997,8,8,-58.94
1997,8,9,-76.78
1997,8,10,-62.91
1997,8,11,-42.09
1997,8,12,-41.38
1997,8,13,-58.65
1997,8,14,-108.87
1997,8,15,-142.36
1997,8,16,-124.48
1997,8,17,-72.02
1997,8,18,-25.45
1997,8,19,-36.86
1997,8,20,-81.61
1997,8,21,-96.87
1997,8,22,-47.98
1997,8,23,20.21
1997,8,24,26.99
1997,8,25,12.96
1997,8,26,6.8
1997,8,27,0.37
1997,8,28,1.97
1997,8,29,-30.52
1997,8,30,-53.56
1997,8,31,-47.01
1997,9,1,-47.25
1997,9,2,-43.91
1997,9,3,-41.47
1997,9,4,-34.87
1997,9,5,-2.37
1997,9,6,30.67
1997,9,7,23.27
1997,9,8,-41.68
1997,9,9,-90.68
