year,day,month,tahiti,darwin,soi
1999,1,1,1011.73,1004.35,14.02
1999,2,1,1011.23,1002.85,18.79
1999,3,1,1009.71,1003.95,6.35
1999,4,1,1010.00,1005.05,2.48
1999,5,1,1011.69,1005.65,7.65
1999,6,1,1012.61,1005.60,12.30
1999,7,1,1013.28,1005.65,15.21
1999,8,1,1013.93,1006.10,16.17
1999,9,1,1014.13,1006.40,15.69
1999,10,1,1014.60,1007.90,10.81
1999,11,1,1014.95,1009.15,6.52
1999,12,1,1014.51,1009.70,1.82
1999,13,1,1014.46,1009.25,3.73
1999,14,1,1014.40,1008.40,7.48
1999,15,1,1014.09,1006.70,14.08
1999,16,1,1011.79,1006.20,5.51
1999,17,1,1011.69,1005.50,8.37
1999,18,1,1013.55,1003.05,28.90
1999,19,1,1014.50,1002.80,34.62
1999,20,1,1013.64,1003.50,27.18
1999,21,1,1011.75,1002.30,23.90
1999,22,1,1010.71,1001.65,22.06
1999,23,1,1010.83,1002.40,19.02
1999,24,1,1012.05,1003.50,19.62
1999,25,1,1013.05,1002.75,27.95
1999,26,1,1013.20,1002.50,29.86
1999,27,1,1014.15,1003.85,27.95
1999,28,1,1012.58,1004.95,15.21
1999,29,1,1011.31,1004.15,13.01
1999,30,1,1011.20,1003.75,14.38
1999,31,1,1011.11,1005.35,5.62
1999,1,2,1011.89,1006.75,2.67
1999,2,2,1012.16,1006.60,4.68
1999,3,2,1011.21,1006.60,0.20
1999,4,2,1010.11,1005.55,-0.04
1999,5,2,1012.26,1005.35,11.04
1999,6,2,1012.40,1005.45,11.22
1999,7,2,1008.94,1003.75,2.91
1999,8,2,1008.53,1003.30,3.09
1999,9,2,1010.85,1002.70,16.87
1999,10,2,1013.50,1005.20,17.58
1999,11,2,1013.73,1007.05,9.92
1999,12,2,1013.03,1007.10,6.39
1999,13,2,1013.85,1005.65,17.11
1999,14,2,1015.14,1004.80,27.18
1999,15,2,1015.73,1004.75,30.18
1999,16,2,1015.91,1006.05,24.94
1999,17,2,1014.43,1006.40,16.28
1999,18,2,1013.23,1008.40,1.20
1999,19,2,1012.65,1008.75,-3.16
1999,20,2,1011.09,1008.10,-7.46
1999,21,2,1009.06,1008.05,-16.76
1999,22,2,1008.83,1008.40,-19.53
1999,23,2,1010.49,1007.90,-9.34
1999,24,2,1011.30,1006.75,-0.09
1999,25,2,1012.80,1004.90,15.69
1999,26,2,1014.56,1005.60,20.70
1999,27,2,1015.19,1005.20,25.53
1999,28,2,1014.14,1004.70,29.72
1999,1,3,1013.45,1004.80,25.45
1999,2,3,1013.01,1004.45,24.97
1999,3,3,1012.33,1004.95,18.53
1999,4,3,1013.01,1006.30,14.93
1999,5,3,1012.28,1006.55,9.58
1999,6,3,1011.38,1006.30,6.05
1999,7,3,1011.95,1006.10,10.26
1999,8,3,1011.46,1007.10,2.18
1999,9,3,1010.91,1007.65,-3.78
1999,10,3,1010.63,1006.70,-0.19
1999,11,3,1011.38,1005.70,9.31
1999,12,3,1011.33,1004.95,13.10
1999,13,3,1011.20,1005.30,10.53
1999,14,3,1009.69,1005.35,2.05
1999,15,3,1009.11,1003.30,10.05
1999,16,3,1011.04,1002.65,24.02
1999,17,3,1011.50,1003.80,20.29
1999,18,3,1011.60,1006.75,4.83
1999,19,3,1011.85,1006.95,5.10
1999,20,3,1012.41,1005.85,14.12
1999,21,3,1012.44,1006.60,10.19
1999,22,3,1013.40,1007.95,8.08
1999,23,3,1013.13,1008.45,3.88
1999,24,3,1012.45,1008.75,-1.41
1999,25,3,1012.73,1008.95,-1.00
1999,26,3,1012.01,1008.00,0.28
1999,27,3,1010.34,1007.70,-7.18
1999,28,3,1010.86,1006.65,1.37
1999,29,3,1013.09,1005.85,17.78
1999,30,3,1013.75,1006.95,15.41
1999,31,3,1013.83,1007.95,29.03
1999,1,4,1014.15,1008.10,30.47
1999,2,4,1014.84,1008.30,34.50
1999,3,4,1013.95,1008.25,27.58
1999,4,4,1013.16,1008.85,16.12
1999,5,4,1013.44,1008.80,18.81
1999,6,4,1012.40,1008.20,15.19
1999,7,4,1011.95,1008.40,9.83
1999,8,4,1012.30,1009.15,6.52
1999,9,4,1013.16,1009.45,11.17
1999,10,4,1013.39,1009.35,13.85
1999,11,4,1012.16,1008.55,10.34
1999,12,4,1012.28,1007.55,19.53
1999,13,4,1013.73,1007.70,30.26
1999,14,4,1014.05,1007.65,33.36
1999,15,4,1013.58,1007.60,29.85
1999,16,4,1013.15,1007.05,30.88
1999,17,4,1013.09,1007.10,29.95
1999,18,4,1013.39,1007.50,29.13
1999,19,4,1014.71,1007.60,39.24
1999,20,4,1014.48,1007.55,37.70
1999,21,4,1012.78,1008.85,12.92
1999,22,4,1011.10,1008.30,3.63
1999,23,4,1011.96,1007.50,17.36
1999,24,4,1013.20,1007.20,30.06
1999,25,4,1013.59,1007.85,27.89
1999,26,4,1013.36,1009.00,16.54
1999,27,4,1012.41,1010.30,-2.04
1999,28,4,1012.96,1009.95,5.39
1999,29,4,1013.73,1011.75,-3.18
1999,30,4,1012.95,1014.00,-21.25
1999,1,5,1012.59,1015.00,-32.01
1999,2,5,1013.79,1013.70,-12.26
1999,3,5,1014.64,1011.70,10.25
1999,4,5,1014.30,1011.90,6.00
1999,5,5,1013.33,1012.75,-8.41
1999,6,5,1014.23,1011.85,5.81
1999,7,5,1015.23,1012.40,9.36
1999,8,5,1014.11,1012.60,-1.01
1999,9,5,1013.11,1012.25,-6.14
1999,10,5,1014.29,1012.70,-0.41
1999,11,5,1014.58,1012.75,1.46
1999,12,5,1013.56,1011.95,-0.22
1999,13,5,1012.61,1011.40,-3.38
1999,14,5,1013.70,1010.75,10.35
1999,15,5,1014.73,1011.20,14.89
1999,16,5,1014.34,1011.10,12.62
1999,17,5,1013.33,1010.85,6.60
1999,18,5,1013.70,1010.90,9.16
1999,19,5,1013.31,1011.60,0.57
1999,20,5,1013.23,1011.60,-0.12
1999,21,5,1012.74,1011.25,-1.20
1999,22,5,1011.96,1011.40,-8.51
1999,23,5,1012.03,1011.90,-11.97
1999,24,5,1011.98,1010.70,-2.88
1999,25,5,1013.84,1011.55,5.11
1999,26,5,1014.68,1013.85,-6.44
1999,27,5,1014.00,1013.40,-8.21
1999,28,5,1014.31,1011.95,5.71
1999,29,5,1015.04,1010.95,19.33
1999,30,5,1015.41,1012.60,9.26
1999,31,5,1014.89,1013.60,-2.78
1999,1,6,1013.19,1013.50,-12.09
1999,2,6,1011.90,1012.50,-14.41
1999,3,6,1012.60,1011.20,1.78
1999,4,6,1014.85,1010.60,24.86
1999,5,6,1014.63,1011.35,16.96
1999,6,6,1013.94,1012.55,1.68
1999,7,6,1013.81,1012.75,-0.95
1999,8,6,1013.64,1013.60,-9.25
1999,9,6,1014.24,1012.75,2.49
1999,10,6,1014.56,1013.25,1.07
1999,11,6,1015.88,1013.70,8.06
1999,12,6,1016.46,1013.95,10.79
1999,13,6,1016.78,1012.80,22.63
1999,14,6,1015.76,1012.80,14.43
1999,15,6,1014.58,1012.25,9.27
1999,16,6,1014.51,1013.10,1.88
1999,17,6,1014.36,1013.80,-5.00
1999,18,6,1013.69,1013.05,-4.39
1999,19,6,1014.04,1012.75,0.87
1999,20,6,1014.73,1012.20,10.89
1999,21,6,1014.54,1012.50,6.94
1999,22,6,1013.60,1013.65,-9.96
1999,23,6,1012.19,1014.25,-26.26
1999,24,6,1010.96,1013.30,-28.48
1999,25,6,1012.46,1013.10,-14.72
1999,26,6,1015.25,1013.60,3.81
1999,27,6,1014.83,1014.05,-3.28
1999,28,6,1014.80,1014.40,-6.32
1999,29,6,1014.83,1013.90,-2.06
1999,30,6,1015.08,1012.60,10.49
1999,1,7,1015.94,1014.00,6.37
1999,2,7,1016.71,1014.70,6.86
1999,3,7,1016.89,1014.40,9.96
1999,4,7,1016.19,1014.00,8.00
1999,5,7,1015.80,1013.45,9.06
1999,6,7,1016.40,1012.75,17.54
1999,7,7,1016.21,1012.95,15.01
1999,8,7,1015.53,1012.80,11.51
1999,9,7,1015.60,1012.90,11.34
1999,10,7,1015.71,1012.35,15.66
1999,11,7,1015.03,1012.85,7.92
1999,12,7,1014.18,1012.95,1.73
1999,13,7,1013.41,1012.70,-1.61
1999,14,7,1014.44,1012.80,4.42
1999,15,7,1015.43,1012.50,12.81
1999,16,7,1015.76,1012.60,14.36
1999,17,7,1015.28,1013.55,4.99
1999,18,7,1014.88,1013.65,1.73
1999,19,7,1014.83,1012.90,6.29
1999,20,7,1014.78,1013.00,5.31
1999,21,7,1014.38,1013.20,1.40
1999,22,7,1014.11,1013.25,-0.64
1999,23,7,1014.94,1014.25,-1.78
1999,24,7,1014.56,1014.30,-4.55
1999,25,7,1012.96,1014.00,-13.02
1999,26,7,1012.13,1014.40,-21.09
1999,27,7,1012.10,1013.35,-14.41
1999,28,7,1011.79,1011.70,-5.69
1999,29,7,1013.46,1011.35,7.51
1999,30,7,1015.83,1012.30,16.72
1999,31,7,1016.98,1013.10,19.00
1999,1,8,1016.29,1012.90,10.97
1999,2,8,1015.91,1012.40,11.77
1999,3,8,1016.09,1012.60,11.61
1999,4,8,1015.84,1013.05,7.11
1999,5,8,1015.05,1013.75,-2.44
1999,6,8,1014.48,1013.90,-7.10
1999,7,8,1014.98,1014.30,-6.45
1999,8,8,1016.88,1012.85,15.06
1999,9,8,1017.39,1013.70,12.89
1999,10,8,1015.99,1014.45,-0.92
1999,11,8,1015.41,1014.90,-7.50
1999,12,8,1016.19,1014.70,-1.24
1999,13,8,1016.85,1013.90,8.16
1999,14,8,1015.86,1014.85,-4.29
1999,15,8,1012.99,1016.10,-30.78
1999,16,8,1012.48,1014.45,-23.47
1999,17,8,1015.10,1014.35,-5.97
1999,18,8,1016.88,1015.10,0.61
1999,19,8,1016.98,1015.75,-2.92
1999,20,8,1017.88,1013.85,15.06
1999,21,8,1019.28,1012.35,33.69
1999,22,8,1018.65,1012.85,26.46
1999,23,8,1017.73,1014.35,10.89
1999,24,8,1016.55,1013.40,9.44
1999,25,8,1016.69,1012.60,15.46
1999,26,8,1015.44,1013.35,2.62
1999,27,8,1014.83,1013.95,-5.17
1999,28,8,1015.08,1014.25,-5.49
1999,29,8,1015.28,1013.40,1.25
1999,30,8,1014.85,1013.40,-1.48
1999,31,8,1014.46,1014.05,-8.14
1999,1,9,1013.98,1013.85,-13.45
1999,2,9,1015.03,1012.70,-0.21
1999,3,9,1016.15,1012.80,5.96
1999,4,9,1015.49,1012.95,1.07
1999,5,9,1016.00,1012.45,7.16
1999,6,9,1017.50,1011.80,20.10
1999,7,9,1017.19,1013.10,10.39
1999,8,9,1015.53,1013.40,-1.41
1999,9,9,1014.48,1013.05,-5.63
1999,10,9,1014.43,1012.15,-0.51
1999,11,9,1015.01,1012.40,1.52
1999,12,9,1013.89,1011.10,2.57
1999,13,9,1014.28,1011.50,2.50
1999,14,9,1015.25,1011.65,7.46
1999,15,9,1013.55,1011.55,-2.17
1999,16,9,1011.76,1011.40,-12.02
1999,17,9,1012.50,1011.95,-10.89
1999,18,9,1012.96,1012.45,-11.12
1999,19,9,1012.21,1013.20,-20.14
1999,20,9,1013.14,1013.45,-16.08
1999,21,9,1014.66,1013.40,-6.60
1999,22,9,1015.80,1013.85,-2.47
1999,23,9,1016.76,1014.15,1.52
1999,24,9,1015.91,1013.90,-2.09
1999,25,9,1015.66,1013.35,-0.29
1999,26,9,1016.35,1012.45,9.27
1999,27,9,1016.36,1011.65,14.15
1999,28,9,1015.21,1010.75,12.65
1999,29,9,1013.23,1009.55,7.91
1999,30,9,1012.71,1010.75,-2.39
1999,1,10,1012.60,1011.30,-9.84
1999,2,10,1014.36,1011.30,0.93
1999,3,10,1016.64,1011.40,14.23
1999,4,10,1017.79,1010.70,25.53
1999,5,10,1017.14,1010.85,20.64
1999,6,10,1016.00,1011.75,8.19
1999,7,10,1015.98,1010.70,14.46
1999,8,10,1015.46,1010.90,10.10
1999,9,10,1013.69,1010.65,0.78
1999,10,10,1013.49,1010.95,-2.28
1999,11,10,1013.86,1010.05,5.52
1999,12,10,1013.95,1010.40,3.91
1999,13,10,1014.58,1010.45,7.43
1999,14,10,1015.14,1011.20,6.28
1999,15,10,1015.25,1010.00,14.30
1999,16,10,1014.88,1008.95,18.43
1999,17,10,1015.64,1010.35,14.53
1999,18,10,1015.68,1011.30,8.95
1999,19,10,1014.88,1010.55,8.65
1999,20,10,1015.29,1010.15,13.62
1999,21,10,1015.49,1009.90,16.37
1999,22,10,1013.60,1010.95,-1.59
1999,23,10,1013.70,1009.85,5.75
1999,24,10,1014.25,1009.90,8.80
1999,25,10,1014.33,1010.25,7.12
1999,26,10,1014.98,1009.60,15.07
1999,27,10,1013.89,1010.25,4.45
1999,28,10,1014.84,1010.20,10.56
1999,29,10,1015.05,1010.20,11.86
1999,30,10,1013.89,1009.05,11.78
1999,31,10,1012.91,1008.95,6.43
1999,1,11,1011.85,1008.90,0.26
1999,2,11,1012.08,1008.45,4.72
1999,3,11,1012.80,1007.15,18.07
1999,4,11,1014.15,1006.70,29.95
1999,5,11,1015.19,1007.90,28.88
1999,6,11,1014.90,1008.35,24.01
1999,7,11,1014.40,1007.55,25.99
1999,8,11,1013.69,1006.80,26.24
1999,9,11,1011.93,1007.30,11.31
1999,10,11,1011.10,1008.80,-4.02
1999,11,11,1010.59,1010.70,-19.94
1999,12,11,1008.00,1009.90,-31.73
1999,13,11,1007.71,1009.65,-31.98
1999,14,11,1010.75,1009.55,-11.28
1999,15,11,1013.23,1009.70,4.06
1999,16,11,1014.31,1010.35,6.94
1999,17,11,1014.01,1009.95,7.60
1999,18,11,1013.73,1007.80,19.89
1999,19,11,1012.75,1007.75,13.79
1999,20,11,1014.54,1008.85,18.32
1999,21,11,1015.88,1009.30,24.18
1999,22,11,1014.48,1009.15,15.93
1999,23,11,1013.65,1008.45,15.11
1999,24,11,1013.78,1007.10,24.84
1999,25,11,1014.15,1006.40,31.93
1999,26,11,1012.50,1006.95,17.41
1999,27,11,1011.83,1006.20,17.91
1999,28,11,1011.63,1005.10,23.85
1999,29,11,1012.34,1004.85,30.19
1999,30,11,1014.86,1006.60,35.31
1999,1,12,1015.76,1007.70,23.33
1999,2,12,1015.65,1008.35,19.45
1999,3,12,1014.38,1008.05,14.49
1999,4,12,1012.88,1007.85,7.87
1999,5,12,1012.98,1006.95,12.96
1999,6,12,1012.99,1007.45,10.48
1999,7,12,1011.80,1007.05,6.47
1999,8,12,1012.14,1006.30,12.00
1999,9,12,1013.16,1005.30,22.31
1999,10,12,1012.90,1005.45,20.21
1999,11,12,1012.75,1006.90,12.07
1999,12,12,1012.18,1006.15,12.96
1999,13,12,1011.65,1005.90,11.56
1999,14,12,1012.71,1006.15,15.70
1999,15,12,1014.45,1006.70,21.74
1999,16,12,1014.60,1006.95,21.23
1999,17,12,1012.64,1006.25,14.80
1999,18,12,1011.54,1006.00,10.48
1999,19,12,1011.46,1006.15,9.33
1999,20,12,1013.13,1007.10,12.96
1999,21,12,1012.94,1007.15,11.75
1999,22,12,1012.20,1006.05,13.59
1999,23,12,1009.93,1007.60,-5.88
1999,24,12,1010.09,1006.60,0.04
1999,25,12,1011.19,1006.60,5.64
1999,26,12,1012.30,1006.40,12.32
1999,27,12,1012.46,1007.90,5.51
1999,28,12,1013.09,1007.60,10.22
1999,29,12,1013.19,1005.15,23.21
1999,30,12,1012.84,1005.00,22.19
1999,31,12,1013.26,1006.20,18.24
2000,1,1,1012.95,1006.10,11.52
2000,2,1,1012.91,1005.90,12.30
2000,3,1,1012.24,1008.00,-0.92
2000,4,1,1011.31,1008.10,-5.80
2000,5,1,1011.88,1007.50,-0.26
2000,6,1,1012.03,1006.70,4.26
2000,7,1,1011.66,1006.40,3.96
2000,8,1,1011.10,1007.25,-2.76
2000,9,1,1010.58,1005.65,2.36
2000,10,1,1010.98,1005.05,7.12
2000,11,1,1010.29,1004.70,5.51
2000,12,1,1009.36,1005.10,-0.80
2000,13,1,1008.63,1005.05,-4.07
2000,14,1,1009.06,1004.60,0.15
2000,15,1,1010.51,1007.15,-5.08
2000,16,1,1012.08,1006.60,4.98
2000,17,1,1011.93,1004.85,12.60
2000,18,1,1010.95,1005.10,6.76
2000,19,1,1011.18,1006.60,0.69
2000,20,1,1011.29,1008.25,-6.63
2000,21,1,1010.66,1009.70,-16.51
2000,22,1,1012.34,1008.20,-1.39
2000,23,1,1012.30,1007.40,2.24
2000,24,1,1012.35,1007.65,1.29
2000,25,1,1014.28,1007.90,9.26
2000,26,1,1015.20,1006.95,18.19
2000,27,1,1015.09,1006.50,19.80
2000,28,1,1014.16,1007.45,10.87
2000,29,1,1014.41,1007.75,10.63
2000,30,1,1015.64,1007.60,17.18
2000,31,1,1016.63,1007.30,23.31
2000,1,2,1016.19,1007.55,19.17
2000,2,2,1015.08,1009.10,6.62
2000,3,2,1014.13,1007.20,11.10
2000,4,2,1015.51,1006.70,19.99
2000,5,2,1015.65,1006.70,20.64
2000,6,2,1014.28,1004.85,22.88
2000,7,2,1014.85,1004.30,28.18
2000,8,2,1015.24,1005.55,24.12
2000,9,2,1014.59,1007.00,14.22
2000,10,2,1013.74,1008.55,2.91
2000,11,2,1013.45,1007.50,6.50
2000,12,2,1013.08,1006.50,9.45
2000,13,2,1013.79,1006.15,14.46
2000,14,2,1013.76,1007.45,8.21
2000,15,2,1013.51,1006.55,11.27
2000,16,2,1013.48,1005.70,15.10
2000,17,2,1013.71,1006.20,13.87
2000,18,2,1013.86,1007.25,9.63
2000,19,2,1013.84,1008.00,5.97
2000,20,2,1013.51,1007.35,7.50
2000,21,2,1013.29,1006.50,10.45
2000,22,2,1013.78,1007.00,10.39
2000,23,2,1013.45,1005.15,17.58
2000,24,2,1012.79,1005.05,14.93
2000,25,2,1012.11,1005.45,9.86
2000,26,2,1011.49,1005.50,6.68
2000,27,2,1012.41,1005.20,12.45
2000,28,2,1013.50,1005.70,15.22
2000,29,2,1013.56,1006.15,13.40
2000,1,3,1013.34,1004.40,27.01
2000,2,3,1013.31,1001.95,40.17
2000,3,3,1011.50,1003.45,22.19
2000,4,3,1011.65,1008.85,-6.29
2000,5,3,1013.85,1008.50,7.54
2000,6,3,1014.41,1008.60,10.05
2000,7,3,1014.41,1010.10,1.91
2000,8,3,1013.63,1008.55,6.05
2000,9,3,1013.08,1008.00,6.05
2000,10,3,1014.11,1009.00,6.25
2000,11,3,1014.83,1006.85,21.79
2000,12,3,1014.05,1004.45,30.60
2000,13,3,1012.68,1005.30,18.53
2000,14,3,1011.90,1005.20,14.87
2000,15,3,1012.71,1005.25,19.00
2000,16,3,1013.21,1005.15,22.26
2000,17,3,1012.78,1004.90,21.24
2000,18,3,1012.05,1006.10,10.80
2000,19,3,1011.78,1007.95,-0.73
2000,20,3,1012.53,1008.65,-0.46
2000,21,3,1011.03,1009.20,-11.58
2000,22,3,1011.50,1009.05,-8.19
2000,23,3,1013.35,1008.90,2.66
2000,24,3,1013.64,1008.55,6.12
2000,25,3,1012.81,1009.55,-3.78
2000,26,3,1013.59,1009.40,1.23
2000,27,3,1014.71,1008.55,11.95
2000,28,3,1013.86,1009.50,2.18
2000,29,3,1012.45,1009.80,-7.11
2000,30,3,1013.06,1008.65,2.46
2000,31,3,1013.88,1006.90,16.36
2000,1,4,1013.61,1006.40,40.07
2000,2,4,1012.39,1007.60,20.05
2000,3,4,1011.89,1007.80,14.27
2000,4,4,1012.66,1006.90,28.10
2000,5,4,1013.21,1007.50,27.68
2000,6,4,1013.58,1007.95,26.96
2000,7,4,1012.90,1008.85,13.96
2000,8,4,1012.14,1008.20,13.03
2000,9,4,1011.36,1007.05,16.12
2000,10,4,1012.08,1008.25,12.10
2000,11,4,1013.58,1009.00,18.29
2000,12,4,1012.48,1008.05,17.05
2000,13,4,1012.49,1007.00,25.83
2000,14,4,1013.50,1007.15,32.95
2000,15,4,1012.88,1008.45,17.05
2000,16,4,1012.46,1007.50,21.49
2000,17,4,1013.19,1009.00,15.09
2000,18,4,1014.10,1009.25,20.56
2000,19,4,1013.83,1009.60,15.40
2000,20,4,1013.08,1008.80,15.81
2000,21,4,1012.20,1008.70,9.41
2000,22,4,1011.61,1009.30,-0.39
2000,23,4,1011.09,1009.20,-3.90
2000,24,4,1011.84,1009.25,1.88
2000,25,4,1012.24,1009.40,3.94
2000,26,4,1012.93,1008.65,15.81
2000,27,4,1013.21,1008.20,21.90
2000,28,4,1013.98,1008.35,26.96
2000,29,4,1013.54,1008.90,18.81
2000,30,4,1012.49,1008.75,11.37
2000,1,5,1011.11,1008.35,8.87
2000,2,5,1010.29,1010.30,-13.05
2000,3,5,1011.31,1010.40,-5.75
2000,4,5,1012.86,1010.95,2.15
2000,5,5,1014.11,1011.90,4.52
2000,6,5,1013.85,1013.35,-9.00
2000,7,5,1015.14,1012.25,9.85
2000,8,5,1016.30,1011.45,25.36
2000,9,5,1015.85,1010.55,28.91
2000,10,5,1014.66,1009.40,28.61
2000,11,5,1013.91,1009.75,19.92
2000,12,5,1015.23,1010.00,28.32
2000,13,5,1014.93,1010.25,23.97
2000,14,5,1014.35,1011.40,10.35
2000,15,5,1014.96,1012.75,4.52
2000,16,5,1015.59,1013.20,5.90
2000,17,5,1014.78,1013.20,-0.51
2000,18,5,1013.79,1013.25,-8.71
2000,19,5,1014.76,1012.95,1.36
2000,20,5,1015.89,1012.70,12.22
2000,21,5,1015.88,1013.15,8.57
2000,22,5,1014.36,1012.30,3.34
2000,23,5,1013.48,1012.15,-2.49
2000,24,5,1013.48,1010.20,12.91
2000,25,5,1014.19,1009.70,22.49
2000,26,5,1014.64,1010.20,22.10
2000,27,5,1013.71,1010.45,12.82
2000,28,5,1012.18,1011.55,-8.02
2000,29,5,1009.20,1013.10,-43.76
2000,30,5,1008.39,1012.30,-43.86
2000,31,5,1008.88,1012.15,-38.82
2000,1,6,1010.56,1012.10,-22.00
2000,2,6,1012.49,1013.60,-18.56
2000,3,6,1014.40,1013.30,-0.65
2000,4,6,1014.54,1012.95,3.30
2000,5,6,1014.05,1013.00,-1.05
2000,6,6,1013.75,1014.85,-18.46
2000,7,6,1013.54,1012.85,-3.99
2000,8,6,1014.26,1012.70,3.10
2000,9,6,1014.76,1013.80,-1.76
2000,10,6,1014.48,1014.55,-10.16
2000,11,6,1014.01,1015.40,-20.79
2000,12,6,1014.59,1015.25,-14.92
2000,13,6,1014.29,1015.65,-20.59
2000,14,6,1013.65,1015.30,-22.91
2000,15,6,1015.79,1015.45,-6.82
2000,16,6,1017.29,1014.75,10.99
2000,17,6,1016.90,1013.75,15.95
2000,18,6,1016.48,1013.20,16.96
2000,19,6,1016.40,1012.95,18.38
2000,20,6,1016.50,1013.15,17.57
2000,21,6,1015.78,1013.70,7.25
2000,22,6,1013.89,1013.65,-7.63
2000,23,6,1012.66,1013.30,-14.72
2000,24,6,1011.41,1012.25,-16.34
2000,25,6,1009.25,1012.00,-31.82
2000,26,6,1008.95,1011.70,-31.82
2000,27,6,1011.49,1011.20,-7.23
2000,28,6,1013.46,1011.10,9.57
2000,29,6,1013.50,1011.55,6.23
2000,30,6,1012.93,1012.25,-4.09
2000,1,7,1012.45,1011.85,-2.35
2000,2,7,1012.38,1010.70,4.66
2000,3,7,1011.69,1010.10,4.09
2000,4,7,1012.26,1009.75,10.12
2000,5,7,1012.51,1011.55,0.02
2000,6,7,1012.20,1011.95,-4.63
2000,7,7,1012.10,1011.40,-1.69
2000,8,7,1012.40,1010.70,4.82
2000,9,7,1013.10,1010.55,10.37
2000,10,7,1013.45,1012.35,0.91
2000,11,7,1013.10,1013.20,-6.91
2000,12,7,1012.69,1013.65,-12.53
2000,13,7,1012.09,1014.10,-19.38
2000,14,7,1013.00,1014.30,-14.73
2000,15,7,1014.91,1014.70,-4.87
2000,16,7,1014.68,1015.25,-10.01
2000,17,7,1014.25,1016.30,-19.62
2000,18,7,1013.24,1014.65,-15.47
2000,19,7,1013.40,1013.30,-5.61
2000,20,7,1015.80,1013.40,9.39
2000,21,7,1016.18,1014.10,7.27
2000,22,7,1014.73,1013.90,-0.88
2000,23,7,1013.40,1013.30,-5.61
2000,24,7,1014.75,1013.55,1.56
2000,25,7,1014.80,1012.65,7.76
2000,26,7,1013.33,1012.60,-1.53
2000,27,7,1012.18,1013.80,-16.85
2000,28,7,1013.10,1015.10,-19.30
2000,29,7,1014.56,1015.10,-9.76
2000,30,7,1013.56,1014.60,-13.02
2000,31,7,1014.36,1014.20,-5.20
2000,1,8,1015.06,1013.35,0.21
2000,2,8,1015.33,1013.15,3.18
2000,3,8,1015.10,1013.20,1.41
2000,4,8,1015.61,1013.40,3.42
2000,5,8,1016.13,1012.40,13.13
2000,6,8,1016.31,1012.50,13.70
2000,7,8,1015.94,1013.55,4.54
2000,8,8,1015.84,1013.80,2.30
2000,9,8,1015.34,1012.25,9.04
2000,10,8,1014.66,1012.15,5.35
2000,11,8,1015.13,1012.25,7.68
2000,12,8,1015.86,1013.85,2.14
2000,13,8,1015.05,1014.00,-4.05
2000,14,8,1013.60,1013.65,-11.11
2000,15,8,1012.95,1012.55,-8.22
2000,16,8,1013.34,1011.10,3.58
2000,17,8,1013.34,1011.25,2.62
2000,18,8,1012.65,1011.85,-5.65
2000,19,8,1012.80,1011.30,-1.16
2000,20,8,1013.63,1011.15,5.11
2000,21,8,1015.06,1010.45,18.83
2000,22,8,1015.38,1010.85,18.27
2000,23,8,1014.60,1012.25,4.30
2000,24,8,1013.51,1011.60,1.49
2000,25,8,1013.09,1011.80,-2.52
2000,26,8,1013.91,1012.05,1.17
2000,27,8,1014.75,1012.65,2.70
2000,28,8,1014.99,1012.05,8.08
2000,29,8,1014.88,1011.20,12.81
2000,30,8,1016.51,1011.10,23.97
2000,31,8,1016.74,1011.65,21.89
2000,1,9,1016.84,1012.35,12.80
2000,2,9,1016.44,1011.65,14.61
2000,3,9,1015.74,1012.25,6.78
2000,4,9,1015.76,1012.60,4.83
2000,5,9,1016.33,1011.45,15.13
2000,6,9,1016.56,1011.95,13.55
2000,7,9,1016.05,1011.45,13.48
2000,8,9,1014.76,1012.05,2.12
2000,9,9,1014.79,1011.45,5.88
2000,10,9,1015.33,1011.95,6.11
2000,11,9,1016.64,1012.00,13.70
2000,12,9,1016.39,1012.75,7.69
2000,13,9,1015.06,1012.40,1.82
2000,14,9,1015.95,1012.35,7.46
2000,15,9,1017.13,1011.70,18.44
2000,16,9,1017.10,1013.10,9.87
2000,17,9,1015.19,1012.45,2.27
2000,18,9,1014.35,1011.95,0.24
2000,19,9,1015.60,1010.45,16.79
2000,20,9,1017.34,1011.10,23.33
2000,21,9,1016.78,1012.40,12.12
2000,22,9,1015.75,1012.45,5.66
2000,23,9,1015.81,1012.55,5.43
2000,24,9,1016.13,1011.45,13.93
2000,25,9,1016.46,1011.70,14.46
2000,26,9,1015.26,1011.85,6.33
2000,27,9,1016.00,1011.85,10.77
2000,28,9,1016.80,1012.45,11.97
2000,29,9,1017.31,1013.20,10.54
2000,30,9,1017.31,1012.55,14.46
2000,1,10,1016.91,1011.50,15.30
2000,2,10,1017.05,1011.20,17.97
2000,3,10,1016.14,1010.10,19.12
2000,4,10,1016.06,1009.65,21.41
2000,5,10,1015.43,1010.60,11.71
2000,6,10,1014.10,1010.45,4.52
2000,7,10,1012.43,1010.10,-3.58
2000,8,10,1012.13,1008.50,4.37
2000,9,10,1012.69,1008.85,5.67
2000,10,10,1012.49,1009.40,1.08
2000,11,10,1012.45,1010.05,-3.12
2000,12,10,1013.44,1009.10,8.73
2000,13,10,1014.70,1007.65,25.31
2000,14,10,1015.24,1007.00,32.56
2000,15,10,1015.15,1010.05,13.39
2000,16,10,1013.55,1009.70,5.75
2000,17,10,1013.20,1008.15,13.08
2000,18,10,1013.28,1007.90,15.07
